name,href,location,active_years,description
Saadullah Khan Asar Malkapur,https://www.rekhta.org/poets/saadullah-khan-asar-malkapur,,1933,
Saadullah Shah,https://www.rekhta.org/poets/saadullah-shah,Lahore,1958,
Saaieb S. M. Patil,https://www.rekhta.org/poets/saaieb-s-m-patil,Maharashtra,1984,
Saail Dehlvi,https://www.rekhta.org/poets/saail-dehlvi,Delhi,1867 -1945,Prominent later-classical poet who was related to Nawab of Loharu. His name was suggested by Mirza Ghalib. He was son-in-law of Dagh Dehlavi
Saarik Khan Saarik,https://www.rekhta.org/poets/saarik-khan-saarik,Chhindwara,1990,
Saba Afghani,https://www.rekhta.org/poets/saba-afghani,Rampur,1922 -1976,Ghazal poet and film lyricist
Saba Akbarabadi,https://www.rekhta.org/poets/saba-akbarabadi,Karachi,1908 -1991,
Saba Akhtar,https://www.rekhta.org/poets/saba-akhtar,,,
Saba Alam Shah,https://www.rekhta.org/poets/saba-alam-shah,,,
Saba Azeez,https://www.rekhta.org/poets/saba-azeez,,,
Saba Bilgrami,https://www.rekhta.org/authors/saba-bilgrami,,1955,
Saba Ikram,https://www.rekhta.org/poets/saba-ikram,Karachi,1945,
Saba Jayasi,https://www.rekhta.org/poets/saba-jayasi,,,
Saba Mumtaz Bano,https://www.rekhta.org/authors/saba-mumtaz-bano,Lahore,1985,
Saba Naqvi,https://www.rekhta.org/poets/saba-naqvi,Patna,1940,
Saba Nusrat,https://www.rekhta.org/poets/saba-nusrat,USA,,
Saba Shah,https://www.rekhta.org/poets/saba-shah,kashmir,,
Saba Tabish,https://www.rekhta.org/poets/saba-tabish,Kolkata,1999,
Sabahat Firdaus,https://www.rekhta.org/authors/sabahat-firdaus,,,
Sabahat Urooj,https://www.rekhta.org/poets/sabahat-urooj,Dera Gazi Khan,1995,
Sabeeha Farhat Sambhali,https://www.rekhta.org/authors/sabeeha-farhat-sambhali,Sambhal,,
Sabeela Inam Siddiqui,https://www.rekhta.org/poets/sabeela-inam-siddiqui,Karachi,1994,
Sabeen Ali,https://www.rekhta.org/authors/sabeen-ali,Lahore,1975,
Sabeen Yunus,https://www.rekhta.org/poets/sabeen-yunus,Islamabad,1957,
SabeenSaif,https://www.rekhta.org/poets/sabeensaif,,,
Sabeer Haka,https://www.rekhta.org/poets/sabeer-haka,Tehran,1986,Kermanshah-born construction worker and poet. Known for giving voice to the realities of Iran's working class.
Sabih Ulhassan,https://www.rekhta.org/authors/sabih-ulhassan,Punjab,1988,
Sabiha Anwar,https://www.rekhta.org/authors/sabiha-anwar,Lucknow,1948,
Sabiha Khan,https://www.rekhta.org/poets/sabiha-khan,,,
Sabiha Nasreen,https://www.rekhta.org/authors/sabiha-nasreen,,,
Sabiha Saba,https://www.rekhta.org/poets/sabiha-saba-1,Karachi,1950,
Sabiha Saba,https://www.rekhta.org/poets/sabiha-saba,New York,,
Sabiha Sadaf,https://www.rekhta.org/poets/sabiha-sadaf,Raisen,1972,
Sabiha Sumbul,https://www.rekhta.org/poets/sabiha-sumbul,Aligarh,,
T N Raaz,https://www.rekhta.org/poets/t-n-raaz,Panchkula,1935,"Prominent Poet, known for his humorous & satirical poems based on Ghalib’s ‘Zameen’"
Taashshuq Lakhnavi,https://www.rekhta.org/poets/taashshuq-lakhnavi,,1824 -1892,
Tab Aslam,https://www.rekhta.org/poets/tab-aslam,,,
Tabai Golkandavi,https://www.rekhta.org/authors/tabai-golkandavi,,,
Taban Abdul Hai,https://www.rekhta.org/poets/taban-abdul-hai,Delhi,1715 -1749,Famous for his good looks apart from poetry. Died at a young age.
Tabassum Anwar,https://www.rekhta.org/poets/tabassum-anwar,,,
Tabassum Azmi,https://www.rekhta.org/poets/tabassum-azmi,Azamgarh,1968,
Tabassum Fatma,https://www.rekhta.org/authors/tabassum-fatma,Delhi,1972 -2021,Poet and fiction writer
Tabassum Kashmiri,https://www.rekhta.org/poets/tabassum-kashmiri,Lahore,1940,
Tabassum Naz,https://www.rekhta.org/authors/tabassum-naz,,,
Tabassum Rizvi,https://www.rekhta.org/poets/tabassum-rizvi,,,
Tabassum Siddiqui,https://www.rekhta.org/poets/tabassum-siddiqui,,,
Tabassum Zia,https://www.rekhta.org/poets/tabassum-zia,Islamabad,1984,
Tabeeb Arvi,https://www.rekhta.org/authors/tabeeb-arvi,,,
Tabinda Masood,https://www.rekhta.org/poets/tabinda-masood,England,,
Tabinda Sahar Abidi,https://www.rekhta.org/poets/tabinda-sahar-abidi,,,
Tabish Dehlvi,https://www.rekhta.org/poets/tabish-dehlvi,Karachi,1911 -2004,
Tabish Dharam Koti,https://www.rekhta.org/authors/tabish-dharam-koti,,,
Tabish Hamdoon Usmani,https://www.rekhta.org/poets/tabish-hamdoon-usmani,,1934 -1992,
Tabish Kamal,https://www.rekhta.org/poets/tabish-kamal,,,
Tabish Kanpuri,https://www.rekhta.org/poets/tabish-kanpuri,,,
Tabish Lakhnavi,https://www.rekhta.org/poets/tabish-lakhnavi,,,
Tabish Mehdi,https://www.rekhta.org/poets/tabish-mehdi,Delhi,1951,Popular poet stressing ethic values
Tabish Raihan,https://www.rekhta.org/poets/tabish-raihan,,1986,
Tabish Siddiqui,https://www.rekhta.org/poets/tabish-siddiqui,,1939,
Tafazzul Husain Khan Kaukab Dehlavi,https://www.rekhta.org/poets/tafazzul-husain-khan-kaukab-dehlavi,,,
Tafseer Husain,https://www.rekhta.org/poets/tafseer-husain,Delhi,1988,
Tafzeel Ahmad,https://www.rekhta.org/poets/tafzeel-ahmad,Motihari,1954,
Tahavvur Ali Zaidi,https://www.rekhta.org/authors/tahavvur-ali-zaidi,,,
Tahir Abbas,https://www.rekhta.org/poets/tahir-abbas,Pakistan,,
Tahir Adeem,https://www.rekhta.org/poets/tahir-adeem,Germany,1973,
Tahir Akhtar Maiman,https://www.rekhta.org/authors/tahir-akhtar-maiman,,,
Tahir Azeem,https://www.rekhta.org/poets/tahir-azeem,Bahrain,1978,
Tahir Baloch,https://www.rekhta.org/poets/tahir-baloch,Rawalpindi,1983,
Tahir Faraz,https://www.rekhta.org/poets/tahir-faraz,Rampur,,
Tahir Hanfi,https://www.rekhta.org/poets/tahir-hanfi,Islamabad,1955,"Pakistani poet, journalist, and former civil servant"
Tahir Naqvi,https://www.rekhta.org/authors/tahir-naqvi,Karachi,1942,Urdu short story and TV drama writing.
Tahir Saood Kiratpuri,https://www.rekhta.org/poets/tahir-saood-kiratpuri,Kiratpur,1993,
Tahir Shaheer,https://www.rekhta.org/poets/tahir-shaheer,Lahore,1973,
Tahir Tilhari,https://www.rekhta.org/poets/tahir-tilhari,Shahjahanpur,1936,
Tahir Tonsvi,https://www.rekhta.org/poets/tahir-tonsvi,Multan,1927,
Tahira Iqbal,https://www.rekhta.org/authors/tahira-iqbal,,,Modernist story writer and critic of Pakistan; known for her book on 'Manto'.
Tahira Jabeen,https://www.rekhta.org/poets/tahira-jabeen,,,
Tahira Jabeen Tara,https://www.rekhta.org/poets/tahira-jabeen-tara,Lahore,1979,
Tahira Jabeen Tara,https://www.rekhta.org/poets/tahira-jabeen-tara-1,Chakwal,1979,
Tahira Sultana Makhfi,https://www.rekhta.org/poets/tahira-sultana-makhfi,,,
Tahniyatunnisa Begam Tahniyat,https://www.rekhta.org/authors/tahniyatunnisa-begam-tahniyat,,1915,
Tahreem Amanullah Bukhari,https://www.rekhta.org/poets/tahreem-amanullah-bukhari,Pakistan,1998,
tahseen dehlvi,https://www.rekhta.org/poets/tahseen-dehlvi,Delhi,,
Tahseen Firaqi,https://www.rekhta.org/authors/tahseen-firaqi,Lahore,1950,"Prominent Pakistani scholar of Urdu, Persian and Arabic, and Critic"
Ubaid Najibabadi,https://www.rekhta.org/poets/ubaid-najibabadi,Najeebabad,1998,
Uday Bansal,https://www.rekhta.org/poets/uday-bansal,Delhi,1999,
Uday Bhanu Hans,https://www.rekhta.org/authors/uday-bhanu-hans,,1926,
Uday Jhanjhani,https://www.rekhta.org/poets/uday-jhanjhani,Rajasthan,1995,
Uday Prakash,https://www.rekhta.org/poets/uday-prakash,,1952,
Uday Pratap Singh,https://www.rekhta.org/poets/uday-pratap-singh,,1932,
Uddhav Mahajan Bismil,https://www.rekhta.org/poets/uddhav-mahajan-bismil,,,
Uddhav Shelke,https://www.rekhta.org/authors/uddhav-shelke,Amravati,1930 -1992,
Ufuq Dehlvi,https://www.rekhta.org/poets/ufuq-dehlvi,,,
Ufuq Lakhnavi,https://www.rekhta.org/poets/ufuq-lakhnavi,Lucknow,1864 -1913,"A poet of the subsequent generation of Lucknow school, known for his translations of the Ramayan and the Mahabharata."
Ujagar Warsi,https://www.rekhta.org/poets/ujagar-warsi,,,
Ujjawal Vashishtha,https://www.rekhta.org/poets/ujjawal-vashishtha,Badayun,1997,
Uma Shankar Ashk,https://www.rekhta.org/poets/uma-shankar-ashk,,,
Uma Shankar Chitravanshi Bazal,https://www.rekhta.org/poets/uma-shankar-chitravanshi-bazal,,,
Uma Shankar Shadan Gwaliori,https://www.rekhta.org/authors/uma-shankar-shadan-gwaliori,,,
Umair Ali Anjum,https://www.rekhta.org/poets/umair-ali-anjum,,1987,
Umair Manzar,https://www.rekhta.org/poets/umair-manzar,Lucknow,1974,
Umair Najmi,https://www.rekhta.org/poets/umair-najmi,Rahim Yar Khan,1986,Prominent young poet
Umang Bali,https://www.rekhta.org/poets/umang-bali,,,
Umar Alam,https://www.rekhta.org/poets/umar-alam,,2001,
Umar Ansari,https://www.rekhta.org/poets/umar-ansari,Lucknow,1912 -2005,
Umar Aurangabadi,https://www.rekhta.org/poets/umar-aurangabadi,,-1773,
Umar Farhat,https://www.rekhta.org/poets/umar-farhat,Jammu,1986,
Umar Farooq,https://www.rekhta.org/poets/umar-farooq,Kanpur,,
Umar Khaleeq Azmi,https://www.rekhta.org/poets/umar-khaleeq-azmi,Hyderabad,1993,
Umar Quraishi,https://www.rekhta.org/authors/umar-quraishi,Gorakhpur,1924 -2010,
Ummaturrauf Nasreen,https://www.rekhta.org/poets/ummaturrauf-nasreen,Rawalpindi,,
Ummeed Amethvi,https://www.rekhta.org/poets/ummeed-amethvi,,1878 -1950,
Ummeed Fazli,https://www.rekhta.org/poets/ummeed-fazli,Karachi,1923 -2005,Karachi based Urdu poet. Brother of eminent Indian Urdu poet Nida Fazli.
Ummeed KHwaja,https://www.rekhta.org/poets/ummeed-khwaja,Netherlands,,
Umood Abrar Ahmad,https://www.rekhta.org/poets/umood-abrar-ahmad,Karachi,1999,
Umr Daraz Hashir,https://www.rekhta.org/poets/umr-daraz-hashir,,1990,
Umrao Tariq,https://www.rekhta.org/authors/umrao-tariq,,1932,
Unknown,https://www.rekhta.org/poets/unknown,,,
Unwan Chishti,https://www.rekhta.org/authors/unwan-chishti,Delhi,1937 -2004,
Updesh Vidyarthi,https://www.rekhta.org/poets/updesh-vidyarthi,Chitrakoot,1993,
Upendar Nath Ashk,https://www.rekhta.org/authors/upendar-nath-ashk,Allahabd,1910 -1996,"A prominent story writer, a contemporary of Manto, also known for his radio plays."
Urfi Aafaqi,https://www.rekhta.org/poets/urfi-aafaqi,Lucknow,1936,
Urmila Madhav,https://www.rekhta.org/poets/urmila-madhav,Delhi,,
Urmilesh,https://www.rekhta.org/poets/urmilesh,Badayun,1951 -2005,
Urooj Akhtar Zaidi,https://www.rekhta.org/authors/urooj-akhtar-zaidi,Canada,1942 -2021,
Urooj Jafri,https://www.rekhta.org/poets/urooj-jafri,,,
Urooj Qadri,https://www.rekhta.org/poets/urooj-qadri,Rampur,,
Urooj Zaidi Badayuni,https://www.rekhta.org/poets/urooj-zaidi-badayuni,Rampur,1912 -1987,
Urooj Zehra Zaidi,https://www.rekhta.org/poets/urooj-zehra-zaidi,,,
Uroosa Jilani,https://www.rekhta.org/poets/uroosa-jilani,,,
Usama Zoraiz,https://www.rekhta.org/poets/usama-zoraiz,Lahore,1994,
Usha Bhadoriya,https://www.rekhta.org/poets/usha-bhadoriya,Bhopal,1954,
Usha Jha,https://www.rekhta.org/poets/usha-jha,Dehradun,1968,
Usha Priyamwada,https://www.rekhta.org/authors/usha-priyamwada,,1930,
V. C. Rai Naya,https://www.rekhta.org/poets/v-c-rai-naya,Lucknow,1941,
V. Sudhakar Rao,https://www.rekhta.org/authors/v-sudhakar-rao,Hyderabad,,
V.C. Ray,https://www.rekhta.org/poets/vc-ray,,1941,
Vafa Barahi,https://www.rekhta.org/poets/vafa-barahi,Dhaka,1917 -1993,
Vafa Malikpuri,https://www.rekhta.org/poets/vafa-malikpuri,Bihar,1923 -2003,Editor of the journal 'Subh-e-Nau'
Vahshi Kanpuri,https://www.rekhta.org/poets/vahshi-kanpuri,Kanpur,,
Vaibhav Kumar,https://www.rekhta.org/poets/vaibhav-kumar,,2000,
Vaikom Mohammad Basheer,https://www.rekhta.org/authors/vaikom-mohammad-basheer,,,
Vakeel Ahmad Hayat,https://www.rekhta.org/poets/vakeel-ahmad-hayat,Jammu and Kashmir,2001,
Vala Jamal Al Aseeli,https://www.rekhta.org/poets/vala-jamal-al-aseeli,Egypt,,
Vali Madni,https://www.rekhta.org/poets/vali-madni,,,
Vandana Bhardwaj Tiwary Vani,https://www.rekhta.org/poets/vandana-bhardwaj-tiwary-vani,Ranchi,1986,
Vaqar Khaleel,https://www.rekhta.org/authors/vaqar-khaleel,Hyderabad,1930,
Vaqar Siddiqui,https://www.rekhta.org/authors/vaqar-siddiqui,Gwalior,1932,
Varis Kirmani,https://www.rekhta.org/poets/varis-kirmani,Aligarh,1927 -2012,
Varsha Gorchhia,https://www.rekhta.org/poets/varsha-gorchhia,Haryana,,
Varun Anand,https://www.rekhta.org/poets/varun-anand,Ludhiana,1985,
Varun Gagneja Wahid,https://www.rekhta.org/poets/varun-gagneja-wahid,Fazilka,1980,
Vasaf Basit,https://www.rekhta.org/poets/vasaf-basit,Quetta,1994,
Vasant Abaji Dahake,https://www.rekhta.org/poets/vasant-abaji-dahake,,1942,"Marathi poet, playwright, short story writer, and critic."
Vasant Dattatriya Gurjar,https://www.rekhta.org/poets/vasant-dattatriya-gurjar,,1944,
vatsal rohilla,https://www.rekhta.org/poets/vatsal-rohilla,Dehradun,2000,
Vatsal Sharma Vats,https://www.rekhta.org/poets/vatsal-sharma-vats,,,
Vazahat Nseem,https://www.rekhta.org/poets/vazahat-nseem,,1956,
Ved Prakash Malik Sarshar,https://www.rekhta.org/poets/ved-prakash-malik-sarshar,Sonipat,1947 -2004,
Ved Rahi,https://www.rekhta.org/poets/ved-rahi-1,Jammu and Kashmir,1933,
Veneet Raja,https://www.rekhta.org/poets/veneet-raja,Delhi,,
Vibha Jain 'Khwaab',https://www.rekhta.org/poets/vibha-jain-khwaab,Surat,,
Vicky Malik,https://www.rekhta.org/poets/vicky-malik,,2003,
Victor Hugo,https://www.rekhta.org/authors/victor-hugo,,1802 -1885,
Vigyan Vrat,https://www.rekhta.org/poets/vigyan-vrat,,1943,
Vihan Gupta,https://www.rekhta.org/poets/vihan-gupta,,,
Vihan Gupta Garg,https://www.rekhta.org/poets/vihan-gupta-garg,,1999,
Vijay Arun,https://www.rekhta.org/poets/vijay-arun,,,
Vijay kumar Swarnkar,https://www.rekhta.org/poets/vijay-kumar-swarnkar,,,
Vijay Potter Singhadiya,https://www.rekhta.org/poets/vijay-potter-singhadiya,Rajasthan,2000,
Vijay pratap singh,https://www.rekhta.org/poets/vijay-pratap-singh,,1981,
Vijay Rahi,https://www.rekhta.org/poets/vijay-rahi,Rajasthan,1990,
Vijay Sharma,https://www.rekhta.org/poets/vijay-sharma,Mumbai,1995,Prominent Young Urdu Poet
Vijendra Singh Parwaz,https://www.rekhta.org/poets/vijendra-singh-parwaz,Ghaziabad,1943,Expressive modern-era poet
Vikas Joshi Wahid,https://www.rekhta.org/poets/vikas-joshi-wahid,Indore,1965,
Vikas Naseeb,https://www.rekhta.org/poets/vikas-naseeb,,,
Vikas Rana,https://www.rekhta.org/poets/vikas-rana,Delhi,,
Vikas Sahaj,https://www.rekhta.org/poets/vikas-sahaj,Allahabd,1998,
Vikas Sharma Raaz,https://www.rekhta.org/poets/vikas-sharma-raaz,Haryana,1973,One of the most prominent  new generation poets
Vikram,https://www.rekhta.org/poets/vikram,Lucknow,1990,
Vikram Gaur  Vairagi,https://www.rekhta.org/poets/vikram-gaur-vairagi,Moradabad,,
Vikram Mishra Angadh,https://www.rekhta.org/poets/vikram-mishra-angadh,,,
Vikram Sharma,https://www.rekhta.org/poets/vikram-sharma,Rajasthan,1994,
Vilas Pandit Musafir,https://www.rekhta.org/poets/vilas-pandit-musafir,,,
V. C. Rai Naya,https://www.rekhta.org/poets/v-c-rai-naya,Lucknow,1941,
V. Sudhakar Rao,https://www.rekhta.org/authors/v-sudhakar-rao,Hyderabad,,
V.C. Ray,https://www.rekhta.org/poets/vc-ray,,1941,
Vafa Barahi,https://www.rekhta.org/poets/vafa-barahi,Dhaka,1917 -1993,
Vafa Malikpuri,https://www.rekhta.org/poets/vafa-malikpuri,Bihar,1923 -2003,Editor of the journal 'Subh-e-Nau'
Vahshi Kanpuri,https://www.rekhta.org/poets/vahshi-kanpuri,Kanpur,,
Vaibhav Kumar,https://www.rekhta.org/poets/vaibhav-kumar,,2000,
Vaikom Mohammad Basheer,https://www.rekhta.org/authors/vaikom-mohammad-basheer,,,
Vakeel Ahmad Hayat,https://www.rekhta.org/poets/vakeel-ahmad-hayat,Jammu and Kashmir,2001,
Vala Jamal Al Aseeli,https://www.rekhta.org/poets/vala-jamal-al-aseeli,Egypt,,
Vali Madni,https://www.rekhta.org/poets/vali-madni,,,
Vandana Bhardwaj Tiwary Vani,https://www.rekhta.org/poets/vandana-bhardwaj-tiwary-vani,Ranchi,1986,
Vaqar Khaleel,https://www.rekhta.org/authors/vaqar-khaleel,Hyderabad,1930,
Vaqar Siddiqui,https://www.rekhta.org/authors/vaqar-siddiqui,Gwalior,1932,
Varis Kirmani,https://www.rekhta.org/poets/varis-kirmani,Aligarh,1927 -2012,
Varsha Gorchhia,https://www.rekhta.org/poets/varsha-gorchhia,Haryana,,
Varun Anand,https://www.rekhta.org/poets/varun-anand,Ludhiana,1985,
Varun Gagneja Wahid,https://www.rekhta.org/poets/varun-gagneja-wahid,Fazilka,1980,
Vasaf Basit,https://www.rekhta.org/poets/vasaf-basit,Quetta,1994,
Vasant Abaji Dahake,https://www.rekhta.org/poets/vasant-abaji-dahake,,1942,"Marathi poet, playwright, short story writer, and critic."
Vasant Dattatriya Gurjar,https://www.rekhta.org/poets/vasant-dattatriya-gurjar,,1944,
vatsal rohilla,https://www.rekhta.org/poets/vatsal-rohilla,Dehradun,2000,
Vatsal Sharma Vats,https://www.rekhta.org/poets/vatsal-sharma-vats,,,
Vazahat Nseem,https://www.rekhta.org/poets/vazahat-nseem,,1956,
Ved Prakash Malik Sarshar,https://www.rekhta.org/poets/ved-prakash-malik-sarshar,Sonipat,1947 -2004,
Ved Rahi,https://www.rekhta.org/poets/ved-rahi-1,Jammu and Kashmir,1933,
Veneet Raja,https://www.rekhta.org/poets/veneet-raja,Delhi,,
Vibha Jain 'Khwaab',https://www.rekhta.org/poets/vibha-jain-khwaab,Surat,,
Vicky Malik,https://www.rekhta.org/poets/vicky-malik,,2003,
Victor Hugo,https://www.rekhta.org/authors/victor-hugo,,1802 -1885,
Vigyan Vrat,https://www.rekhta.org/poets/vigyan-vrat,,1943,
Vihan Gupta,https://www.rekhta.org/poets/vihan-gupta,,,
Vihan Gupta Garg,https://www.rekhta.org/poets/vihan-gupta-garg,,1999,
Vijay Arun,https://www.rekhta.org/poets/vijay-arun,,,
Vijay kumar Swarnkar,https://www.rekhta.org/poets/vijay-kumar-swarnkar,,,
Vijay Potter Singhadiya,https://www.rekhta.org/poets/vijay-potter-singhadiya,Rajasthan,2000,
Vijay pratap singh,https://www.rekhta.org/poets/vijay-pratap-singh,,1981,
Vijay Rahi,https://www.rekhta.org/poets/vijay-rahi,Rajasthan,1990,
Vijay Sharma,https://www.rekhta.org/poets/vijay-sharma,Mumbai,1995,Prominent Young Urdu Poet
Vijendra Singh Parwaz,https://www.rekhta.org/poets/vijendra-singh-parwaz,Ghaziabad,1943,Expressive modern-era poet
Vikas Joshi Wahid,https://www.rekhta.org/poets/vikas-joshi-wahid,Indore,1965,
Vikas Naseeb,https://www.rekhta.org/poets/vikas-naseeb,,,
Vikas Rana,https://www.rekhta.org/poets/vikas-rana,Delhi,,
Vikas Sahaj,https://www.rekhta.org/poets/vikas-sahaj,Allahabd,1998,
Vikas Sharma Raaz,https://www.rekhta.org/poets/vikas-sharma-raaz,Haryana,1973,One of the most prominent  new generation poets
Vikram,https://www.rekhta.org/poets/vikram,Lucknow,1990,
Vikram Gaur  Vairagi,https://www.rekhta.org/poets/vikram-gaur-vairagi,Moradabad,,
Vikram Mishra Angadh,https://www.rekhta.org/poets/vikram-mishra-angadh,,,
Vikram Sharma,https://www.rekhta.org/poets/vikram-sharma,Rajasthan,1994,
Vilas Pandit Musafir,https://www.rekhta.org/poets/vilas-pandit-musafir,,,
Yachana Phansal,https://www.rekhta.org/poets/yachana-phansal,Jaipur,1985,
Yadgar Husain Nashtar Khairabadi,https://www.rekhta.org/poets/yadgar-husain-nashtar-khairabadi,Shajapur,1916 -1964,
Yagana Changezi,https://www.rekhta.org/poets/yagana-changezi,Lucknow,1884 -1956,One of most inspiring pre-modern poets who laid foundations for modern ghazal. Known for his sustained denunciation of Mirza Ghalib and contemporary poetry in Lucknow.
Yahya Amjad,https://www.rekhta.org/poets/yahya-amjad,,,
Yahya Khalid,https://www.rekhta.org/poets/yahya-khalid,,,
Yahya Khan Yusuf Zai,https://www.rekhta.org/poets/yahya-khan-yusuf-zai,Beed,1981,
Yakta Amrohvi,https://www.rekhta.org/poets/yakta-amrohvi,,-1945,
Yameen,https://www.rekhta.org/poets/yameen,Rawalpindi,,
Yamit Punetha Zaif,https://www.rekhta.org/poets/yamit-punetha-zaif,,1990,
Yaqoob Ali Aasi,https://www.rekhta.org/poets/yaqoob-ali-aasi,,,
Yaqoob Arif,https://www.rekhta.org/poets/yaqoob-arif,,,
Yaqoob Parwaz,https://www.rekhta.org/poets/yaqoob-parwaz,,,
Yaqoob Rahi,https://www.rekhta.org/poets/yaqoob-rahi,Mumbai,1943,
Yaqoob Saqi,https://www.rekhta.org/authors/yaqoob-saqi,Indore,,
Yaqoob Tasawwur,https://www.rekhta.org/poets/yaqoob-tasawwur,Pakistan,1945,
Yaqoob Usmani,https://www.rekhta.org/poets/yaqoob-usmani,,,
Yaqoob Yawar,https://www.rekhta.org/authors/yaqoob-yawar,Banaras,1952,
Yas Chandpuri,https://www.rekhta.org/authors/yas-chandpuri,Delhi,1930,
Yas Tonki,https://www.rekhta.org/authors/yas-tonki,Tonk,1870,
Yaseen Afaqi,https://www.rekhta.org/poets/yaseen-afaqi,,,
Yaseen Afzal,https://www.rekhta.org/poets/yaseen-afzal,Karachi,1949,
Yaseen Barari,https://www.rekhta.org/poets/yaseen-barari-1,,1937,
Yaseen Bhatti,https://www.rekhta.org/poets/yaseen-bhatti,England,,
Yaseen Qudrat,https://www.rekhta.org/poets/yaseen-qudrat,,,
Yaseen Zameer,https://www.rekhta.org/poets/yaseen-zameer,,,
Yash Trivedi,https://www.rekhta.org/poets/yash-trivedi,,1995,
Yashab Tamanna,https://www.rekhta.org/poets/yashab-tamanna,London,1957,
Yashpal Gupta,https://www.rekhta.org/poets/yashpal-gupta,London,1928,
Yashvardhan Mishra,https://www.rekhta.org/poets/yashvardhan-mishra,Azamgarh,2002,
Yashwant,https://www.rekhta.org/poets/yashwant,,1899 -1985,Prominent Marathi Poet
Yasin Ali Khan Markaz,https://www.rekhta.org/poets/yasin-ali-khan-markaz,,,
Yasir Abbas,https://www.rekhta.org/poets/yasir-abbas,Bhakkar,1996,
Yasir Guman,https://www.rekhta.org/poets/yasir-guman,Quetta,2001,
Yasir Iqbal,https://www.rekhta.org/poets/yasir-iqbal,Bahawal Nagar,1983,
Yasir Khan Inam,https://www.rekhta.org/poets/yasir-khan-inam,Delhi,1986,Yasir Khan is among the prominent new voices in urdu poetry.
Yasir Rampuri,https://www.rekhta.org/poets/yasir-rampuri,Rampur,1996,
Yasir Raza Asif,https://www.rekhta.org/poets/yasir-raza-asif,Pakpattan,1984,
Yasir Shah Rashidi,https://www.rekhta.org/poets/yasir-shah-rashidi,Karachi,1982,
